timestamp,P_grid_mw,P_flex_exec_mw,P_IT_load_mw,P_HVAC_load_mw,P_total_dc_load_mw,Queue_mwh_end,SoC_ESD_mwh_end,SoC_Z1_mwh_end,SoC_Z2_mwh_end,SoC_Z3_mwh_end,SoC_Z4_mwh_end,P_ESD_c_mw,P_ESD_d_mw,P_Z_c_total_mw,P_Z_d_total_mw,grid_cost_eur,delay_penalty_eur,total_cost_eur,price_eur_per_mwh,cop
2025-01-01 00:00:00,12.169672704967574,1.422913881,4.74304627,0.6345080319382483,5.377554301938249,0.0,7.452512482877861,1.625,3.375,1.0,1.0,3.634223666187222,0.0,3.1578947368421053,0.0,38.69955920179689,0.0,38.69955920179689,3.18,7.475155602855478
2025-01-01 01:00:00,2.2562499999999996,1.624286177,5.414287257,0.7155996017339677,6.129886858733967,0.0,4.0,1.0,3.375,1.0,1.0,0.0,3.279886858733968,0.0,0.59375,11.664812499999998,0.0,11.664812499999998,5.17,7.566084782440702
2025-01-01 02:00:00,5.842493835568456,1.551017984,5.170059947,0.6724338885684571,5.842493835568457,0.0,4.0,1.0,3.375,1.0,1.0,0.0,-0.0,0.0,0.0,0.7595241986238993,0.0,0.7595241986238993,0.13,7.688577323202031
2025-01-01 03:00:00,7.963079691601922,1.567508022,5.225026739,0.6993410412445805,5.92436778024458,0.0,4.600000000000001,1.0,3.8881578947368425,1.0,1.0,5.063711911357342,4.0,10.0,9.025,-39.656136864177576,0.0,-39.656136864177576,-4.98,7.471357221794525
2025-01-01 04:00:00,12.69460918314802,1.512472317,5.041574391,0.67803479214802,5.7196091831480205,0.0,10.3,1.0,4.0,1.0,1.0,6.0,0.0,10.0,9.025,-72.35927234394372,0.0,-72.35927234394372,-5.7,7.435568866648052
2025-01-01 05:00:00,15.490479656784585,1.497405721,4.991352403,0.6741272537845864,5.665479656784586,0.0,16.0,1.881578947368421,3.7434210526315788,3.375,1.0,6.0,0.0,10.0,6.175000000000001,-92.78797314413967,0.0,-92.78797314413967,-5.99,7.404169427920739
2025-01-01 06:00:00,8.806314682975916,1.418549365,4.728497883,0.6581838359869957,5.3866817189869955,0.0,16.0,1.6249999999999998,4.0,3.1184210526315788,1.2565789473684212,4.43213296398892,4.0,10.0,7.012499999999999,-35.137195585073904,0.0,-35.137195585073904,-3.99,7.184159841770143
2025-01-01 07:00:00,9.51473033800464,1.537103967,5.123679889,0.7276674850157202,5.85134737401572,0.0,16.0,1.3684210526315785,4.0,2.8618421052631575,1.7697368421052635,4.43213296398892,4.0,10.0,6.76875,-1.8077987642208815,0.0,-1.8077987642208815,-0.19,7.041237920489618
2025-01-01 08:00:00,6.542606869479204,1.718909336,5.729697788,0.8129090814792037,6.542606869479204,0.0,16.0,1.3684210526315785,4.0,2.8618421052631575,1.7697368421052635,0.0,0.0,0.0,0.0,44.09717030028984,0.0,44.09717030028984,6.74,7.048386982679539
2025-01-01 09:00:00,9.482562813427956,1.756147341,5.853824471,0.8586552399348802,6.712479710934881,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.770083102493075,0.0,62.584914568624505,0.0,62.584914568624505,6.6,6.8174328866192555
2025-01-01 10:00:00,9.307523710889836,1.78207379,5.940245968,0.8672777428898338,6.807523710889834,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.5,0.0,203.36939308294293,0.0,203.36939308294293,21.85,6.8493006037566
2025-01-01 11:00:00,9.494107138924166,1.825837801,6.0861260040000005,0.9079811349241657,6.994107138924166,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.5,0.0,453.15373374085044,0.0,453.15373374085044,47.73,6.7029212060758425
2025-01-01 12:00:00,9.185526491702845,1.749238253,5.830794177,0.8547323147028466,6.685526491702846,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.5,0.0,925.2580835092276,0.0,925.2580835092276,100.73,6.821778089701819
2025-01-01 13:00:00,10.390084378846357,2.061850934,6.872836446000001,1.0172479328463557,7.890084378846357,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.5,0.0,1083.9975032450404,0.0,1083.9975032450404,104.33,6.756304165464516
2025-01-01 14:00:00,8.304778076673555,2.169866664,7.232888881000001,1.0718891956735546,8.304778076673555,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,0.0,0.0,0.0,0.0,941.3465949909474,0.0,941.3465949909474,113.35,6.747795304023931
2025-01-01 15:00:00,9.904183176002379,1.937969601,6.459898669,0.9442845070023785,7.404183176002379,0.0,16.0,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,-0.0,0.0,2.5,0.0,1078.664589698419,0.0,1078.664589698419,108.91,6.841051209774565
2025-01-01 16:00:00,3.8636945728548198,1.91926066,6.397535533,0.8661590398548199,7.26369457285482,0.0,12.421052631578947,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,0.0,3.400000000000001,0.0,0.0,511.8622570118065,0.0,511.8622570118065,132.48,7.386097978117638
2025-01-01 17:00:00,3.7059358985074624,2.022874028,6.7429134269999995,0.9630224715074628,7.705935898507462,0.0,8.210526315789473,1.6249999999999998,4.0,2.8618421052631575,1.7697368421052635,0.0,4.0,0.0,0.0,529.1705869478806,0.0,529.1705869478806,142.79,7.001823557081707
2025-01-01 18:00:00,1.49588553639666,0.0,5.357869477,0.7317660593966591,6.08963553639666,2.296229776,4.0,1.6249999999999998,3.375,2.8618421052631575,1.7697368421052635,0.0,4.0,0.0,0.5937499999999998,215.8413240466741,22.962297760000002,238.8036218066741,144.29,7.321833813141815
2025-01-01 19:00:00,7.898159464262779,1.9427706290000017,7.4647528040000015,1.0271566602627769,8.491909464262779,2.7200229359999986,4.0,1.0,3.375,2.8618421052631575,1.7697368421052635,0.0,-0.0,0.0,0.5937499999999998,1032.6053683577159,27.200229359999987,1059.805597717716,130.74,7.267394636851498
2025-01-01 20:00:00,11.400981490010281,4.634426272,10.0,1.400981490010283,11.400981490010283,0.3851282619999994,4.0,1.0,3.375,2.8618421052631575,1.7697368421052635,0.0,0.0,0.0,0.0,1314.4191559832855,3.851282619999994,1318.2704386032854,115.29,7.1378530489554155
2025-01-01 21:00:00,5.707552306168763,0.0,5.02899024,0.6785620661687637,5.707552306168763,2.5404097929999994,4.0,1.0,3.375,2.8618421052631575,1.7697368421052635,0.0,-0.0,0.0,0.0,689.015714400693,25.404097929999992,714.419812330693,120.72,7.411245766204164
2025-01-01 22:00:00,20.487805990802816,4.778286854999999,10.0,1.3299112539607094,11.32991125396071,0.0,9.7,1.625,4.0,2.8618421052631575,1.7697368421052635,6.0,0.0,3.1578947368421053,0.0,1673.8537494485902,0.0,1673.8537494485902,81.7,7.519298727804764
2025-01-01 23:00:00,16.393990299858345,2.088413534,6.961378448,0.9326118518583439,7.893990299858343,0.0,15.399999999999999,1.625,4.0,2.8618421052631575,1.7697368421052635,6.0,0.0,2.5,0.0,1632.1856742538969,0.0,1632.1856742538969,99.56,7.464389857504594
2025-01-02 00:00:00,1.8902381745178722,0.0,5.205925613,0.6843125615178718,5.890238174517871,2.231110977,11.189473684210526,1.625,4.0,2.8618421052631575,1.7697368421052635,0.0,4.0,0.0,0.0,251.930943899742,22.31110977,274.242053669742,133.28,7.60752601333629
2025-01-02 01:00:00,1.5401898374034007,0.0,5.417206474,0.7167333634034003,6.133939837403401,4.552770894,6.978947368421053,1.0,4.0,2.8618421052631575,1.7697368421052635,0.0,4.0,0.0,0.59375,207.66379577710052,45.52770894,253.1915047171005,134.83,7.5581893499089485
2025-01-02 02:00:00,2.7296762142367728,0.0,4.900561766,0.659114448236773,5.559676214236773,6.653011651,4.0,1.0,4.0,2.8618421052631575,1.7697368421052635,0.0,2.83,0.0,0.0,308.1258510630469,66.53011651,374.65596757304695,112.88,7.435069552958087
2025-01-02 03:00:00,17.342702165241285,5.291425504,10.0,1.3427021652412852,11.342702165241285,3.3795466450000005,9.7,1.0,4.0,2.8618421052631575,1.7697368421052635,6.0,0.0,0.0,0.0,1665.7665429714255,33.795466450000006,1699.5620094214255,96.05,7.447668037537564
2025-01-02 04:00:00,19.932585189151915,5.208672096000001,9.476631481000002,1.298058971309809,10.77469045230981,0.0,15.399999999999999,1.0,4.0,2.8618421052631575,2.3947368421052637,6.0,0.0,3.1578947368421053,0.0,1826.4227808819899,0.0,1826.4227808819899,91.63,7.300617067834436
2025-01-02 05:00:00,11.889277241527031,2.136976268,7.123254226,0.976549331316503,8.099803557316504,0.0,16.0,1.625,4.0,2.8618421052631575,2.3947368421052637,0.6315789473684226,0.0,3.1578947368421053,0.0,1176.2061975042693,0.0,1176.2061975042693,98.93,7.2943106892480465
2025-01-02 06:00:00,10.159406299250783,2.015125114,6.717083714,0.9423225852507819,7.659406299250782,0.0,16.0,1.625,4.0,2.8618421052631575,2.3947368421052637,-0.0,0.0,2.5,0.0,1216.6904983982738,0.0,1216.6904983982738,119.76,7.128221077511764
2025-01-02 07:00:00,7.757977706059435,2.038213476,6.79404492,0.9639327860594336,7.7579777060594335,0.0,16.0,1.625,4.0,2.8618421052631575,2.3947368421052637,0.0,0.0,0.0,0.0,987.2802428731238,0.0,987.2802428731238,127.26,7.048255872459864
2025-01-02 08:00:00,1.8305409286329046,1.689462368,5.631541228,0.7927497006329051,6.424290928632905,0.0,11.789473684210527,1.0,4.0,2.8618421052631575,2.3947368421052637,0.0,4.0,0.0,0.59375,251.79090473345605,0.0,251.79090473345605,137.55,7.103807448308039
2025-01-02 09:00:00,5.548762130456032,1.822086886,6.073622953,0.8901391774560333,6.9637621304560335,0.0,10.3,1.0,4.0,2.8618421052631575,2.3947368421052637,0.0,1.4150000000000005,0.0,0.0,746.8633827593818,0.0,746.8633827593818,134.6,6.823228442048878
2025-01-02 10:00:00,6.9678970791397346,1.822687247,6.075624156,0.8922729231397353,6.967897079139735,0.0,10.3,1.0,4.0,2.8618421052631575,2.3947368421052637,0.0,0.0,0.0,0.0,878.7215006503119,0.0,878.7215006503119,126.11,6.809154462091103
2025-01-02 11:00:00,15.748614249367495,1.72886802,5.7628934,0.8278261125253917,6.590719512525392,0.0,16.0,1.0,4.0,2.8618421052631575,3.0197368421052637,6.0,0.0,3.1578947368421053,0.0,1910.464394590771,0.0,1910.464394590771,121.31,6.961478156831198
2025-01-02 12:00:00,10.19151125590598,1.840627924,6.135426412999999,0.8981901060638758,7.033616519063875,0.0,16.0,1.625,4.0,2.8618421052631575,3.0197368421052637,-0.0,0.0,3.1578947368421053,0.0,1241.4279860819074,0.0,1241.4279860819074,121.81,6.830877307129534
2025-01-02 13:00:00,10.393319281131692,2.064917074,6.883056911999999,1.0102623691316939,7.893319281131693,0.0,16.0,1.625,4.0,2.8618421052631575,3.0197368421052637,-0.0,0.0,2.5,0.0,1306.9598996023103,0.0,1306.9598996023103,125.75,6.813137975153809
2025-01-02 14:00:00,10.086828213424994,1.990579969,6.635266563999999,0.9515616494249927,7.586828213424992,0.0,16.0,1.625,4.0,2.8618421052631575,3.0197368421052637,-0.0,0.0,2.5,0.0,1349.5167466741298,0.0,1349.5167466741298,133.79,6.973028566262146
2025-01-02 15:00:00,10.465431111832881,2.091795962,6.972653206,0.9927779058328807,7.965431111832881,0.0,16.0,1.625,4.0,2.8618421052631575,3.0197368421052637,0.0,0.0,2.5,0.0,1456.160084900427,0.0,1456.160084900427,139.14,7.023376693854166
2025-01-02 16:00:00,4.143164407880763,1.980043306,6.600144354,0.9430200538807625,7.543164407880763,0.0,12.421052631578947,1.625,4.0,2.8618421052631575,3.0197368421052637,0.0,3.400000000000001,0.0,0.0,617.1243385538395,0.0,617.1243385538395,148.95,6.998943794290229
2025-01-02 17:00:00,0.7033980123079697,0.0,4.641558917,0.6555890953079702,5.297148012307971,1.989239536,8.210526315789473,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,4.0,0.0,0.59375,110.27170638952042,19.89239536,130.16410174952043,156.77,7.079981882278833
2025-01-02 18:00:00,1.507734754753586,0.0,4.829106186,0.6786285687535855,5.507734754753585,4.0588564730000005,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,4.0,0.0,0.0,224.74294254356954,40.58856473,265.3315072735695,149.06,7.115978325034943
2025-01-02 19:00:00,8.76764451973423,2.716277195000001,7.725777996000001,1.0418665237342284,8.76764451973423,3.489508193,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,-0.0,0.0,0.0,1222.9110576125302,34.895081929999996,1257.8061395425302,139.48,7.415324151417675
2025-01-02 20:00:00,11.351601570772107,5.442655735,10.0,1.3516015707721079,11.351601570772107,0.0,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,0.0,0.0,0.0,1471.167563572065,0.0,1471.167563572065,129.6,7.398630052114736
2025-01-02 21:00:00,4.974520468787331,0.0,4.377041077,0.5974793917873308,4.974520468787331,1.875874747,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,-0.0,0.0,0.0,650.0205896564405,18.75874747,668.7793371264405,130.67,7.325844434410186
2025-01-02 22:00:00,9.455864914145616,3.817349523,8.347457334,1.1084075801456161,9.455864914145616,0.0,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,0.0,0.0,0.0,1083.3584432136631,0.0,1083.3584432136631,114.57,7.531035950605245
2025-01-02 23:00:00,7.797098632109566,2.063029628,6.876765427,0.9203332051095653,7.797098632109565,0.0,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,-0.0,0.0,0.0,918.4982188625069,0.0,918.4982188625069,117.8,7.472038810314709
2025-01-03 00:00:00,5.560370154695863,0.0,4.910066885,0.650303269695863,5.560370154695863,2.104314379,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,-0.0,0.0,0.0,624.8187942831742,21.04314379,645.8619380731742,112.37,7.550426260806537
2025-01-03 01:00:00,6.8364478765879095,0.9017475749999999,6.042631977,0.7938158995879094,6.8364478765879095,3.4058029760000004,4.0,1.0,4.0,2.8618421052631575,3.0197368421052637,0.0,-0.0,0.0,0.0,703.7439444159594,34.058029760000004,737.8019741759593,102.94,7.612132712555756
2025-01-03 02:00:00,11.918559949353426,5.384062083,10.0,1.286981001985003,11.286981001985003,0.0,4.600000000000001,1.0,4.0,2.8618421052631575,3.0197368421052637,0.6315789473684226,0.0,0.0,0.0,1101.155753720763,0.0,1101.155753720763,92.39,7.770122468456243
